0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333287e-02,0.000000000000000000e+00
6.666666666666666574e-02,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00
1.333333333333333315e-01,0.000000000000000000e+00
1.666666666666666574e-01,0.000000000000000000e+00
2.000000000000000111e-01,0.000000000000000000e+00
2.333333333333333370e-01,0.000000000000000000e+00
2.666666666666666630e-01,0.000000000000000000e+00
2.999999999999999889e-01,0.000000000000000000e+00
3.333333333333333148e-01,0.000000000000000000e+00
3.666666666666666408e-01,0.000000000000000000e+00
4.000000000000000222e-01,0.000000000000000000e+00
4.333333333333333481e-01,0.000000000000000000e+00
4.666666666666666741e-01,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00
5.333333333333333259e-01,0.000000000000000000e+00
5.666666666666666519e-01,0.000000000000000000e+00
5.999999999999999778e-01,0.000000000000000000e+00
6.333333333333333037e-01,0.000000000000000000e+00
6.666666666666666297e-01,0.000000000000000000e+00
6.999999999999999556e-01,0.000000000000000000e+00
7.333333333333332815e-01,0.000000000000000000e+00
7.666666666666666075e-01,0.000000000000000000e+00
8.000000000000000444e-01,0.000000000000000000e+00
8.333333333333333703e-01,0.000000000000000000e+00
8.666666666666666963e-01,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00
9.333333333333333481e-01,0.000000000000000000e+00
9.666666666666666741e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.033333333333333215e+00,0.000000000000000000e+00
1.066666666666666652e+00,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00
1.133333333333333304e+00,0.000000000000000000e+00
1.166666666666666741e+00,0.000000000000000000e+00
1.199999999999999956e+00,0.000000000000000000e+00
1.233333333333333393e+00,0.000000000000000000e+00
1.266666666666666607e+00,0.000000000000000000e+00
1.300000000000000044e+00,0.000000000000000000e+00
1.333333333333333259e+00,0.000000000000000000e+00
1.366666666666666696e+00,0.000000000000000000e+00
1.399999999999999911e+00,0.000000000000000000e+00
1.433333333333333348e+00,0.000000000000000000e+00
1.466666666666666563e+00,0.000000000000000000e+00
1.500000000000000000e+00,0.000000000000000000e+00
1.533333333333333215e+00,0.000000000000000000e+00
1.566666666666666652e+00,0.000000000000000000e+00
1.600000000000000089e+00,0.000000000000000000e+00
1.633333333333333304e+00,0.000000000000000000e+00
1.666666666666666741e+00,0.000000000000000000e+00
1.699999999999999956e+00,0.000000000000000000e+00
1.733333333333333393e+00,0.000000000000000000e+00
1.766666666666666607e+00,0.000000000000000000e+00
1.800000000000000044e+00,0.000000000000000000e+00
1.833333333333333259e+00,0.000000000000000000e+00
1.866666666666666696e+00,0.000000000000000000e+00
1.899999999999999911e+00,0.000000000000000000e+00
1.933333333333333348e+00,0.000000000000000000e+00
1.966666666666666563e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00
2.033333333333333215e+00,0.000000000000000000e+00
2.066666666666666430e+00,0.000000000000000000e+00
2.100000000000000089e+00,0.000000000000000000e+00
2.133333333333333304e+00,0.000000000000000000e+00
2.166666666666666519e+00,0.000000000000000000e+00
2.200000000000000178e+00,0.000000000000000000e+00
2.233333333333333393e+00,0.000000000000000000e+00
2.266666666666666607e+00,0.000000000000000000e+00
2.299999999999999822e+00,0.000000000000000000e+00
2.333333333333333481e+00,0.000000000000000000e+00
2.366666666666666696e+00,0.000000000000000000e+00
2.399999999999999911e+00,0.000000000000000000e+00
2.433333333333333126e+00,0.000000000000000000e+00
2.466666666666666785e+00,0.000000000000000000e+00
2.500000000000000000e+00,0.000000000000000000e+00
2.533333333333333215e+00,0.000000000000000000e+00
2.566666666666666430e+00,0.000000000000000000e+00
2.600000000000000089e+00,0.000000000000000000e+00
2.633333333333333304e+00,0.000000000000000000e+00
2.666666666666666519e+00,0.000000000000000000e+00
2.700000000000000178e+00,0.000000000000000000e+00
2.733333333333333393e+00,0.000000000000000000e+00
2.766666666666666607e+00,0.000000000000000000e+00
2.799999999999999822e+00,0.000000000000000000e+00
2.833333333333333481e+00,0.000000000000000000e+00
2.866666666666666696e+00,0.000000000000000000e+00
2.899999999999999911e+00,0.000000000000000000e+00
2.933333333333333126e+00,0.000000000000000000e+00
2.966666666666666785e+00,0.000000000000000000e+00
3.000000000000000000e+00,-7.989303652675174006e-02
3.033333333333333215e+00,-6.453523619325186866e-02
3.066666666666666430e+00,-5.379298357393433871e-01
3.100000000000000089e+00,-4.805803999507848867e-01
